gdrive_id,filename,gdrive_path,file_type,language,last_modified
1ljFJbaQUV8kuB7rY31CyJ-H0HQGYRQrt,Copy of Payment options,,unknown,English (assumed),Jan 15
1s4C9aInneJyVvgBZrDH-yEmVxM0eoHer,Payment options,,unknown,English (assumed),Jan 15
1hfNcxbDfzAS1YLpPl_HofaWLkfsEywgj,You Can Pay Any Amount.jpeg,,image,English (assumed),May 19
1Rm34MWTyIOF-1mZzxaqCt-x-qQOCgEcT,2015.378440.Aatm-Bodh_text.pdf,Aatmbodh hindi,pdf,English (assumed),12/8/21
1rhsSk0-epvRoiBsNYzfn22l_ozOKRTUJ,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Aatmbodh hindi,image,English (assumed),11/17/22
1PsDOigGPq2KR-yN3T26Vsq2RH247SkAc,Prakashika-10 Abhigyan Shankuntal.pdf,Abhigyan shakuntalam,pdf,English (assumed),9/16/25
1Jd537S5fa3g3ll0-NfcAadtEbux9yOIg,WG463-1981-AkashBhairavaKalpamOfUmaMaheshwara.pdf,Akash bhairav kalpam,pdf,English (assumed),7/31/23
1QKX13iLpeVj-va6BlHNQP1iF7MPhgl49,Ancient Indian Scientific Thought (1).pdf,Ancient Indian scientist,pdf,English (assumed),1/13/25
1DjBp7lNkJWZ96uS1cLJNKRgTPCgsClbt,Arthasastra Hindi Translation Udayvir Shastri.pdf,Arthshastra,pdf,Hindi/Sanskrit,1/20/24
1o7HTC_eRX1c1mKJ-Z04KtXpRNTWeC7mh,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Aryabhatta (English),image,English (assumed),11/17/22
1TWynKqEYuym9azoqyg8D7d-0zEiOCStY,aryabhata_with_english_commentary.pdf,Aryabhatta (English),pdf,English,7/17/21
1cR-Jd8xwALaLEkdFCRTiDF7nwoP4svS3,Aditya Hridyam Stotram.pdf,Astang hridyam hindi,pdf,English (assumed),7/1/24
1fuRqch83jWRVn1_Wuzua-F80zTw-VlfK,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Astang hridyam hindi,image,English (assumed),11/17/22
10j73gU3zNNh1fanQ1Ym_Y2sybXfFR_20,Hindi Book-Astanga-hrdayam.pdf,Astang hridyam hindi,pdf,Hindi/Sanskrit,8/6/21
1zy-HlI5srbrn3l_SuJEGjy6xbINcxJgc,28Nakshatras-TheRealSecretsofVedicAstrologyAne-book.docx,Astrology (English),docx,Hindi/Sanskrit,8/4/21
1YXfDFOo62Ce9GntDJXhIjVHQ6MftkxP1,BPHS - 1 RSanthanam.pdf,Astrology (English),pdf,English (assumed),8/4/21
1-9b6iHA8xawd5zaEfgxu9YwuO7ONybbX,BPHS - 2 RSanthanam.pdf,Astrology (English),pdf,English (assumed),8/4/21
1wyhX5lKUFQ6hrIr3jdfuPnLIpabv4Uov,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Astrology (English),image,English (assumed),11/17/22
1-IfD8wir7qrU6flP-bq60fsMQvufFKRX,Nakshatras complete.pdf,Astrology (English),pdf,English (assumed),8/4/21
1-F5iZSaIz6Gn2PXFddsq6uo_RjJot17M,Prashna Jyotish ( PDFDrive.com ).pdf,Astrology (English),pdf,English (assumed),8/4/21
1-J2PQt1rWgqaa8yKI4f7iEaADhfY7C_B,raman-how-to-judge-horoscope-1.pdf,Astrology (English),pdf,English (assumed),8/4/21
1-Jkp6oQDdGty6xNbPuZ_ytdb__3ex6pP,raman-how-to-judge-horoscope-2.pdf,Astrology (English),pdf,English (assumed),8/4/21
1-LujFlGuIuN1MbuakmExuNysnNoxKkoV,vedic_astro_textbook.pdf,Astrology (English),pdf,Hindi/Sanskrit,8/4/21
1XsFGNqxMCwCkPP7FIx9-jPRVHWp5iDFm,Arogyanidhi2.pdf,Ayurveda hindi,pdf,English (assumed),7/22/21
1XrtIE86YxbxEgQebT3pnQEKBHrd_GBeV,Arogyanidhii.pdf,Ayurveda hindi,pdf,English (assumed),7/22/21
1HCGGrflt9p6qwmxamQ0ED9QgPQkfGoVW,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Ayurveda hindi,image,English (assumed),11/17/22
1XZmPWYZ8JxSuoPEUSoReD5MvhlcSLLgf,SARAL_ROGOPCHAR_gujarati.pdf,Ayurveda hindi,pdf,Other Indic,7/22/21
1XkhMfktvnxKtvlTBjLJUUl7juXyJ73-J,SadhakSanjivani.pdf,Ayurveda hindi,pdf,English (assumed),7/22/21
1XW81YbtDMfWdIqkbqZRGP6lTNulijrbI,Vividh_Chikitsa.PDF,Ayurveda hindi,pdf,English (assumed),7/22/21
1X_iE21Eh3H3kSj_j18u7jwAIsK95l_ai,Vividh_Chikitsa_no__6_.pdf,Ayurveda hindi,pdf,English (assumed),7/22/21
1XnsXj3cOfo9_4wU3C8gnc9gNbdVf9gsN,sadhak_sanjivini_sanskrit_hindi.pdf,Ayurveda hindi,pdf,Hindi/Sanskrit,7/22/21
1NXldjKls2AwzdQzF1oIpBeGEWDB1ol0_,shri-bagla-sahsranaam-stotram.pdf,Baglamukhi sahstra naam,pdf,English (assumed),9/27/25
1j1P2-tJxlYBNP4t38vq29qEyxeuBEGII,श्री_मद्भागवत_महापुराण_द्वितीय_खण्ड.pdf,Bhagwat,pdf,Devanagari,7/11/24
1otcJjIQXNG33FiiIKgbmxGdmmCIKLr7j,श्री_मद्भागवत_महापुराण_प्रथम_खण्ड.pdf,Bhagwat,pdf,Devanagari,7/11/24
1O9frkBAG7ZgfBaf9DULaEoxcGp2qXTi4,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Bhagwat Geeta as it is (Prabhupada),image,English (assumed),11/17/22
1Rqxlkve-qic2_ufZw5-aoHX4kBYZVMeM,bhagavad-gita-as-it-is.pdf,Bhagwat Geeta as it is (Prabhupada),pdf,English (assumed),12/8/21
1SOfFR1UQGenRlP8KRQS5gliswT5OTWIh,455_gita_roman (1).pdf,Bhagwat geeta (English),pdf,English (assumed),7/17/21
1rkLijdeyb5Nbbx1u8pzanWlzJumJVxeL,Bhagavad-gita-Swami-BG-Narasingha.pdf,Bhagwat geeta (English),pdf,English (assumed),4/8/23
1hv8Ft52bcwl3_TUVeiZfB8kCplEST_SF,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Bhagwat geeta (English),image,English (assumed),11/17/22
1HCJ-o3MHkrJSj0tSxrvFmj4q0c76nLb6,Telugu-Bhagavad-gita-His-Divine-Grace-AC-Bhaktivedanta-Swami-Prabhupada (1).pdf,Bhagwat geeta (Telugu),pdf,Hindi/Sanskrit,12/23/25
1S5qhgH3V3-l0i-Q9IDiThyHJZL4PZVZr,unencrypted-geeta.pdf,Bhagwat geeta (hindi),pdf,English (assumed),7/17/21
113lqyA5is5MojJlfrsKh7ZM2hQqZaMJU,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Bhagwat geeta (punjabi),image,English (assumed),11/17/22
1S7mmmCPl-4hHR2spem8QyNkmBY7wIoeN,full-punjabi-geeta.pdf,Bhagwat geeta (punjabi),pdf,Other Indic,7/17/21
1wPc6jX5xA2evIo_NsYbCYLN2MX7rzHzd,Bhagavad-gita Bengali.pdf,Bhagwat gita (bengali),pdf,Other Indic,3/15/24
1WseZFXQPWIHylnZtYVrBK6_rrJ7W0D76,Bhaktmal.pdf,Bhaktmal,pdf,English (assumed),6/19/24
1OxzURdpKwZbUeFDwsREvzgiH0qrP-lwa,श्रीभक्तमाल.pdf,Bhaktmal,pdf,Devanagari,6/19/24
1Ho_IyA26eiYoBaMemULjYauK11zVTFzi,Bhavishya malika book.pdf,Bhavishya mallika,pdf,English (assumed),4/5/24
1xaTMQyJ5xaoDeJrss_sbc9c6rZtkTUKj,Bhavishya-Malika-in-Hindi.pdf,Bhavishya mallika,pdf,Hindi/Sanskrit,4/5/24
1OFYmaSp6m4ZsRywnmlsX7KIAC-4ypiYG,instapdf.in-bhavishya-malika-book-691.pdf,Bhavishya mallika,pdf,English (assumed),7/30/23
1pX7h7_fYHVRFZdrKJ3i0SNOiG__1qwEl,भविष्य मालिका putin.pdf,Bhavishya mallika,pdf,Devanagari,4/5/24
1BsSqdjyj2_Da_kPwvmNxkCwrylso-e7p,Brahmacharya Ki Shakti by Swami Rama Tirtha.pdf,Bhramcharya,pdf,English (assumed),9/16/21
19Ae4po_D7BX68a4JMvru3Udw7b75zG3L,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Bhramcharya,image,English (assumed),11/17/22
14zk_oMoIgBl1exyQy4VWa_umoVqq7GbI,brihaspatisutrao00brharich.pdf,Bhraspati sutra eng,pdf,English (assumed),Jun 27
1OodcB66dkgVutxnxzIDBVUpYQ9yVMF4a,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Bhrigu samhita,image,English (assumed),11/17/22
16fmgpNImk5RLsNn89xLmXwcQq2Mrh4xR,bhrigu-samhita-hindi1.pdf,Bhrigu samhita,pdf,Hindi/Sanskrit,10/12/22
1z3cYvHa9Cv6NRRSjrmiekGaDb9tfchIY,Copy of _सत्यवादी_राजा_हरिश्चंद्र_की_कथा.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1f9_IZ7bjy4DiKmW-KdYeeiIc5rOuU3oc,Copy of आर्यभट्ट ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,10/10/22
1zKqiFVJ2zhCYH3zNHH-mlG3AVsz-Tdfu,Copy of आर्यभट्ट.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1An5VgCc-xqJMkFfBRrTpNOA1vrl7G84J,Copy of एकलव्य.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1hQur1oB5HDezMzYi1zFNz4Rhvkg3Lc2g,Copy of कार्तिकेय.pdf,Biography (hindi),pdf,Devanagari,10/10/22
15JOr_K7xZwtwXbhfWca39pQQ2ZElHtVg,Copy of छत्रपति शिवाजी ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,10/10/22
1SsGdr574gQLCft2W8nJsNNLpxeXu571j,Copy of छत्रपति शिवाजी.pdf,Biography (hindi),pdf,Devanagari,10/10/22
16l5qiJM2KcEeuINPoKPpsD94_HGcL70L,Copy of जगद्गुरु शंकराचार्य.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1QmGyfqPsttGVjbiVYbc7-NDeGoNdYIqi,Copy of जीजाबाई.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1jYiuFutoLRISxRG7e_F0kusyyqaL1djY,Copy of डॉ. हेडगेवार.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1r_kK5LxzOQGbwWuFeAJ3pPb4C4WT7T2d,Copy of नेताजी सुभाषचंद्र बोस.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1hj9Oxk6HjFuSx3o081llmEK1OCnxU7y6,Copy of पंडित_दीनदयाल_उपाध्याय.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1doVx5cX6V9ZlGMONIiItZa6vik2Q0rd7,Copy of भक्त प्रहलाद.pdf,Biography (hindi),pdf,Devanagari,10/10/22
11BtWVS1UpkX-IkuYUL1816nHmuI0owPk,Copy of भगत सिंह.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1H-rTHOPGuxrqtMdNHVJdBxGWo_4pFcrT,Copy of भगीरथ.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1hWxLqTKZ0HSjgWufI_G1IBkRS2sqU8iM,Copy of भास्कराचार्य ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,10/10/22
1CJkh-LoXyEKkqASWIbM-MmiyVkpCK2EG,Copy of महर्षि अगस्त्य.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1KdL8g8NAdg-2pkN00o7u_BM9AmKVMt_b,Copy of महर्षि वाल्मिकी.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1VIRbz0PPyC-_b3LYqSinG1MYP-FsSwzp,Copy of महर्षि विश्वामित्र.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1iOGiA84tDY2VkO98ZsXkc8-YupqxifQ3,Copy of महर्षि वेदव्यास.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1OaaeXWpv9KbnRX4d7y7z3Vf7WUwKKI33,Copy of महात्मा विदुर.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1q6U0iE0TK5RRna6Zs5FQxQJTUqvVnGL2,Copy of महाराणा प्रताप ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,10/10/22
1zGYPjQRKdhvmG1UVtjN9y3f3kN5AiJRs,Copy of महाराणा प्रताप.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1rbPGw1BEDAAyGbDIQo9WUHp3GE_PpIj4,Copy of महाराणा_प्रताप_भारत_का_विर_योद्धा.pdf,Biography (hindi),pdf,Devanagari,10/10/22
17zUoXmIFVFegB7uXq_OilM87ufxqv00h,Copy of महासती द्रोपदी.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1WvS43Xo6H5zVnNyHLnxz3zgQlIkCBR_Z,Copy of मीरा बाई का जीवन.pdf,Biography (hindi),pdf,Devanagari,10/10/22
11Vf71cfy96LG9HFdyoitfMKooZn2kqG2,Copy of मीराबाई.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1egxQzhaZpRdQJPlUhnOXF6TXEM68sjar,Copy of मोक्षदायिनी गंगा.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1zQi40ULB4N0rjMY6BOatUnVPEXVnDSY1,Copy of योगी_कथामृत_परमहंस_योगानंद.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1KNYr0UgIbsHMWPHjNmEcITxoMD5-W6U9,Copy of राजा राम मोहनराय.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1WiBfKIEKqBJBOgI3P-SGkaWR9EHazgUA,Copy of रानी लक्ष्मीबाई.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1Ej2SKhRmxCWwRqEs_AapgHl8OAR6NWxV,Copy of लव-कुश की वीरता.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1GSh6LHZTk3q4Q0ShQEHDsC5J7BqwKUOS,Copy of वीर अभिमन्यु.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1vMZGxEth3Ak0Ut0sjxPkds7OGOJapW7G,Copy of वीर सावरकर.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1VE6CtFWOEVg5UnqXbUaSM0mAv2xkijA9,Copy of श्री कृष्ण.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1MBHmmcUZ36JBNl-z9s79zYEDAD5YUfyC,Copy of श्री राम.pdf,Biography (hindi),pdf,Devanagari,10/10/22
16lda0UL57BL2Fr_WzEXVxWMniQpOu5H7,Copy of सती अनुसुइया की कहानी.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1Kk1sebuYixTtgy8VDafOyiYP6avYG4dw,Copy of सती सावित्री.pdf,Biography (hindi),pdf,Devanagari,10/10/22
1WE-Vduj0bBwOSfCl42JGGwxPXZ8ohENo,Copy of स्वामी विवेकानंद ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,10/10/22
1yFXx6bJdT4-hIpurGV9fdn26QcqZi1wU,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Biography (hindi),image,English (assumed),11/17/22
1cqT9EHrpZIk9UNOfMcfsaEx0YBbBUEeO,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Biography (hindi),image,English (assumed),11/17/22
1TXbUhvooM_FLEhg9N6UutI_RkznTfo2l,Karna Ki Atmakatha (Hindi) (MANU SHARMA) (Z-Library).pdf,Biography (hindi),pdf,Hindi/Sanskrit,6/22/24
1n6OF25tDa3bxfOixxgiHVc7UzNZl4iuS,_सत्यवादी_राजा_हरिश्चंद्र_की_कथा.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1niusFs71y1YHVkGeWgh3kCkCNcjzjMMx,आर्यभट्ट ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nl71i8RDyLiqlgPdE3agiSObv3JjoAw1,आर्यभट्ट.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nsD4T9KmoweP3HM0qh7eMHyt9_8NSsMU,एकलव्य.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1noGCtzmpSIJNbB3wd9ZgVZCYWrsi4hsT,कार्तिकेय.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nfDY9a91YRRxEMwIRrJ-XdlPr4UpBQ5V,छत्रपति शिवाजी ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nhJl66MS9nvflPzhktgZftt3mGkLC1Cn,छत्रपति शिवाजी.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1ndCcW5yqw-81oRLLNRin2qeKbqMSADs7,जगद्गुरु शंकराचार्य.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nbZ0dYINAUWZBc7xLgA91_Afw2_WpODy,जीजाबाई.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nUJJGpK4BtYB2_HINdW8OGEl6gCQCphx,डॉ. हेडगेवार.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nOyrvigQv5RUcTdVvnNxqKyBOA8dAbbx,नेताजी सुभाषचंद्र बोस.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1n_0dYUaRqnZGvE4jHnDDBcrc2YT-gSEZ,पंडित_दीनदयाल_उपाध्याय.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nLfN9F_RzrGXtZday7Lrlg5VpgLi_AHU,भक्त प्रहलाद.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nRwq5c39lRt-yr_YNskru-Dw-N56_djp,भगत सिंह.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nFokl-qRtz4YqhamMTBb8pUgRjsrWq0n,भगीरथ.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nQLzpU4opEZ4J-g9pkC8kOmcXWLmKtPd,भास्कराचार्य ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nC0GJEWMCfYCUWQd80Hp979bjq72jmTC,महर्षि अगस्त्य.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nJ8oc0x5HAwz9smCc6uD9ufYFEzQZET9,महर्षि वाल्मिकी.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1n5NYEiMK_-cj9356K057oh_P2l5_sL28,महर्षि विश्वामित्र.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nExlIuoG58awCxrLFx2_6uucw3JHU9cr,महर्षि वेदव्यास.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mpIRl65yBU-eKhCzbd-MJKPIxULCwyvP,महात्मा विदुर.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1n8xRlthGn_sCVS-5G5qw4qEn80RhjEaY,महाराणा प्रताप ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,7/26/21
1n6LxBpQW506Q9P1sOLh-gfomnsCwTb3H,महाराणा प्रताप.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1nA6oeAZGX7YfW2WMp-b3uMJZNuz8UcJI,महाराणा_प्रताप_भारत_का_विर_योद्धा.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1n75CuYka7nHB1-OXGr4ywS38E4f523uE,महासती द्रोपदी.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1n4OkBUrELXt48CKBkUzj7q-N2G9rZbDb,मीरा बाई का जीवन.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1n4e1z9KTZlY7Itt3jnX9OR35Qq6Rsv4M,मीराबाई.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mtrU9sNbNJ_kweEhsFLn_EVWPLThlfJE,मोक्षदायिनी गंगा.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1s-MtKSNNm9_LCieWyePBbPiI2SMXIj8k,योगी_कथामृत_परमहंस_योगानंद.pdf,Biography (hindi),pdf,Devanagari,7/30/21
1n-6ir3OYp_pytHRA9UEE8ze5MTcRjXun,राजा राम मोहनराय.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1msZX1sNwV0gl8XOga4gLaaEvU3Nvk_r6,रानी लक्ष्मीबाई.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mhew-rV_8LJjbUDR3Vouml6BXm910jSp,लव-कुश की वीरता.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mf7A8IYbNbRrF1JMgkJ79ozcAAJq6aH2,वीर अभिमन्यु.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mdDa496bGx4xniYeohkm0bNbzwiVgRgi,वीर सावरकर.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1moTHMbce35rQhI722lzEYp75cK6TE_vr,श्री कृष्ण.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mflc-p6tprUOCQX8S4jyCoNuNXTYZ6gV,श्री राम.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mm_q9T9dWP_dkruPsjQHNZTHDEijV2US,सती अनुसुइया की कहानी.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mdwCkfM0g82HcAVlP7dei09TB-IWyh4-,सती सावित्री.pdf,Biography (hindi),pdf,Devanagari,7/26/21
1mepE8tcRpiPWnmB-8HFB5TrESK3zKsMI,स्वामी विवेकानंद ( Hindi ).pdf,Biography (hindi),pdf,Devanagari,7/26/21
1Zc1NtPMdkCGQXjYpWpFDXCuXHqmLeUEk,Brahma-Sphuta-Siddhanta_VOL_I.pdf,Brahma sphutha sidhantha,pdf,English (assumed),7/22/21
1ZrG3h5xl2t754jiOl11-WjqpFj_z1Hg9,Brahma-Sphuta-Siddhanta_VOL_II.pdf,Brahma sphutha sidhantha,pdf,English (assumed),7/22/21
1Zg-KJ9VaM7zSKOEsQ4ErKgAezh9vR3GL,Brahma-Sphuta-Siddhanta_VOL_III.pdf,Brahma sphutha sidhantha,pdf,English (assumed),7/22/21
1Zw3HdMEMPkxdczR7RVC8agTdUM3i7aai,Brahma-Sphuta-Siddhanta_VOL_IV.pdf,Brahma sphutha sidhantha,pdf,English (assumed),7/22/21
1n6cvcYKLLIShg9BRldetO-im5Mrrxxer,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Brahma sphutha sidhantha,image,English (assumed),11/17/22
1Bd6agXm0He0UyQSpoi4860AedFCwFV_i,Brahma Sutras - According to Sri Sankara by Swami Vireswarananda [Sanskrit-English].pdf,Brahma sutra (English),pdf,English,4/11/23
1UY5GUKHdiCQ-8I7-rWeYd0maIXFhU_ZL,gita-press-vedant-darshan-brahmasutra-sanskrit-hindi.pdf,Brahma sutra (hindi),pdf,Hindi/Sanskrit,4/11/23
1-ifyk644Ek3cG0UJ9Fc_AJPNuFIqwOdH,Chakras.pdf,Chakras,pdf,English (assumed),8/5/21
16dbjfi5_qtxwI1QYAUXF1lFrCvbGZmeX,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Chakras,image,English (assumed),11/17/22
11CAf32Hl4oPjCXRWmfEBicnNr1WVRSPk,chakra-mahavijnan.pdf,Chakras hindi,pdf,English (assumed),5/28/23
1ZOuFQ_W1dtSUGQB-6GWe4NbgelHFe659,Bajrang Baan.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1Awevv_zWOhl1T11uYrQ-aRs4l-0LLBEM,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,Chalisa (Hindi),image,English (assumed),11/17/22
1Z6a7obltCiuCILRiy1uPnexPmf9tpXmM,Durga Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1Z-xcNyP9UCRAxzRSMMURzo-IGkjhNTj0,Ganesh Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YwIVGbzEPiIMjcN_7LO-ul2_PLoT351j,Gayatri Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YqtcfJfgs-NZFBuFZOavV9LskAoa-v2o,Hanuman Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YpOiwAzYGBSer-xDgmikBMTasZqzha15,Navgraha Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YjZdDmODr-k68JRXN83rSXoKQmBQsj_Y,Santoshi Maa Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YcoED2PonkaUf23e4H59VivlOKw5R9nU,Sarasvati Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YcCPby6y4H4lG_sQSpezRMET-wz7O8sW,Shiv Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YUHfq9Q2nMawZTQkL0Nx22pKfZLjXof0,Sri Gajendra Moksha.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YZ3I4o4zQflddmahFxdPCAclVMzMaCB_,Sri Krishna Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1YBVN58zHIJLTbDGXfGht1xzAQFdogRKb,Sri Laxmi Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1Y4f_lFx3Bxh_UtaUw_1SibQILDy_vUr9,Sri Shani Dev Chalisa.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
1XxmB2KjEW2JLnvMSN48gl-crhWVgGcWw,Swar vigyan.pdf,Chalisa (Hindi),pdf,English (assumed),7/22/21
