gdrive_id,filename,gdrive_path,file_type,language,last_modified
1plO6vcBeSd4vw6aowkgZBW20pRjowCs-,योग आसन ( चित्र ).pdf,Yoga,pdf,Devanagari,7/26/21
1po3dZKxWvSjfArZV7N0Rtvfg8RhUHTIO,हमारी_हिन्दू_संस्कृति_पूर्णतः_विज्ञान.pdf,Yoga,pdf,Devanagari,7/26/21
1pen1EjUEtTElY7BsNQt8PYgBc10Sv8N0,हिन्दू_मान्यताओं_का_वैज्ञानिक_आधार.pdf,Yoga,pdf,Devanagari,7/26/21
1aZVhtF-M0YlNTMp-vexNG0fB6Q8OJSC5,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,aatmbodh english,image,English (assumed),11/17/22
1eRa3TFgItStTlNF38IFA2EYQEFUBIcH9,Sri_Shankaracharya-AtmaBodha (and Other Stotras) - Swami Nikhilananda (1947) [Sanskrit-English].pdf,aatmbodh english,pdf,English,8/15/22
1OkNX9jAYSwz2Oj_18JRryaaEYRnyllAv,2015.341974.99999990234752.pdf,astrology hindi,pdf,English (assumed),8/15/22
1TuZXvbAEzIRUJYL6r-lLi3ldRHxc_9sJ,2015.342017.99999990234792.pdf,astrology hindi,pdf,English (assumed),8/15/22
1XCQy9YvKXodnIL81JTRTyGDpfOUronz8,2015.342293.Sachitra-Jyotish.pdf,astrology hindi,pdf,English (assumed),8/15/22
106IEpnbW661rG2a33DGYBSXz5AuU5NFt,2015.342310.Sugam-Jyotish.pdf,astrology hindi,pdf,English (assumed),8/15/22
1RNaDGEwhkkNKBF0LHjGmMmhz26jzj3pi,2015.378893.Bhartiya-Jyotish.pdf,astrology hindi,pdf,English (assumed),8/15/22
1AJ-QKhjeWLpzqoL5kvwaRLmkI_DH5i2D,2015.464310.Dynamic-Astrology.pdf,astrology hindi,pdf,English (assumed),8/15/22
1XptJNl8NPifWqYX75QyIjBfw_QHW8Ggn,2015.538690.Ratna-Parichay.pdf,astrology hindi,pdf,English (assumed),8/15/22
1Lj-yuvD54RezCNSzzmfMgcyTnYtbW19l,2015.545358.Ank-Vidya.pdf,astrology hindi,pdf,English (assumed),8/15/22
1zBFqphqJ0W3l8m6yH28aWnBFX-gKiHdY,2015.553830.Bhrigu-Sanhita.pdf,astrology hindi,pdf,English (assumed),8/15/22
1vHlmzLkP2Yqrr-21p84HrCn2hJY1GLqS,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,astrology hindi,image,English (assumed),11/17/22
1KeLo-kHyVgDE2yo_KB8CdtPuJ-H6DlMR,vastu shastra hindi.pdf,astrology hindi,pdf,Hindi/Sanskrit,8/15/22
1wUSx9bEsPwzA-cWRlN9kQl47rUtM5-ZH,1. Ancient Remedies for a Modern You An Introduction to Ayurveda Author Premal Patel.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1zTNtmZabf5WfdpvHd-9LC7dAsAeOQFfr,"10. Ayurvedas Perspective on Healing Mental Illness Author AdPurkh Kaur Khalsa, Emily K Smith.pdf",ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1CQNa-VRnrNpTOVkRmbHB-1mf7sy2xWLi,11. Concept of Psychology &amp; the Mind in Ayurved Author Maheshkumar Nilkanth Chaudhari.pdf,ayurveda english,pdf,English (assumed),8/15/22
1sOPF25JizU9i6NmVE4OCykveUkH2z2TX,12. Concept of Personality Type in West and in Ayurveda (Article) Author Rudrani Mukherjee.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1X384OLFN0d2HvrumjWK1TYft0idh7UFe,13. Holistic Nutrition For Children and Elderly In View Of Ayurveda Author Dr Rakesh Kumar Jain.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
115PLlNKIH9exhdaDbU7P1y4LbRsOQKuK,"14. A Study of Ayurvedic Style of Cooking and It’s Influence in Day to Day Life (Article) Author Dr Kiran Shende,Mr Rahul Bhalekar.pdf",ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1wL0b4QMP9V3Pk5jamVM3nO7HwShtOwZu,15. Ideal Daily Routine According to Maharishi Ayurveda (Article) Author Center for Optimal Health.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1wQ0UxsFOB72IRY9IcC5ZBarAnsUd7oci,16. Introduction to Ayurveda (Presentation) Author Ajita Patel.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1WrIVlGFk5VRUodADPlQxT0HT_IlFmUfo,17. Introduction to system of medicine Author  Department of Collegiate Education Government of Karnataka India.pdf,ayurveda english,pdf,English (assumed),8/15/22
1nfDQkMZneZdNV3M2KUTIV1jQOo0wtkqJ,18. Theory of Ayurveda (Presentation) Author Dr Chakra Pany Sharma.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1LVIbKKOpOZkSStnO-6DKvzGXTYLCYjgZ,2. History of Ayurveda a Heritage of Healing Author Poliklinika Harni.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1zCNLs2XsTaJzTv_s7YYpYw9oR7pH3i9U,"3. My Health My Responsibility Ayu Samvad Ayurveda for Covid 19 Author Shri Shripad Yasso Naik,Padmashree Vaidya Rajesh Kotecha,Shri Pramod Kumar Pathak.pdf",ayurveda english,pdf,Hindi/Sanskrit,8/15/22
11oLLKRWBi3b6Z_fG7EQUp23Z8fE-kn6V,4. An Ayurvedic Approach to Losing Weigh Author Banyan Botanicals.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1wQgVy0QYE37c8mlBUH47XEIcrtPVVoWP,5. Ayurveda Kapha Daily Routine Author Yoga Veda Institute Educational Programs.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1ivH2IzbXa7BSta_SWjJSqTaI-SNkPTJI,6. Accounts of Pathogenic Organisms in the Early Texts of Ayurveda Author P Ram Manohar.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1RDiG0nAvC2ItWFjD4M4dCQDDzCXpSkH2,7. Ontology of Personhood in Ayurveda from the Perspective of Patients and Physicians in Palampur Himachal Pradesh An Independent Stud Author Denise DeFelice.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1HW5uVgMHf_jVbSaZN8eE21aFFJvMeDbP,"8. Ancient Wisdom and Future Medicine A Defense of the Science of Ayurveda  Author Michael Eatmon,Dr Thomas Moore,Dr Jayashree Shivamoggi.pdf",ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1SGx-GyoIzRS74JWr0rpOoOBWUKo7hHDX,9. Concepts of Human Physiology in Ayurveda Author Kishor Patwardhan.pdf,ayurveda english,pdf,Hindi/Sanskrit,8/15/22
1A--oGuyzmbDkDonQdyc4ctCqupmBnhPY,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,ayurveda english,image,English (assumed),11/17/22
1dmFkSKSIW4mDxwoP19fMc-IllXlT13-0,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,bhramcharya english,image,English (assumed),11/17/22
1XN9PYubyv6UvoQo-USmr_9PMDoHyYGjF,Strength+of+Brahmacharya.pdf,bhramcharya english,pdf,English (assumed),7/29/24
10skCQx3dfVE00TYcWGXepPJWrS2lLrGu,Swami-Vivekananda-on-Brahmacharya.pdf,bhramcharya english,pdf,English (assumed),7/29/24
1HP4ydpYnXvwX88Y8odmxbEZ9QnxkjT8_,- Rigveda Samhitaa -_1.pdf,kannada books,pdf,Hindi/Sanskrit,5/29/23
1Kklnn9GdmfoU6T37BZ_4ZQX_Z2s6OGNP,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,kannada books,image,English (assumed),11/17/22
1dYW9wBfVfYIil1p5dKJ2S0W6emu6tXb9,Valmiki Ramayanam Baalakanda- N Ranganatha sharma.pdf,kannada books,pdf,English (assumed),10/13/22
1uTjoaRZcSASNEQf8so_r31NvaRUntHUg,ಬೃಹಜ್ಜಾತಕ ಕನ್ನಡ.pdf,kannada books,pdf,English (assumed),5/29/23
1-ocWY0YX0VK7ccPzsLvjO6x2wmbBOiv0,ಭಗವಂತನ ಕೃಪೆ_.pdf,kannada books,pdf,English (assumed),9/23/21
15QWWKqbZGtT2CZZezNbFRQ8vlU2etdsN,ಭೀಷ್ಮ ಪಿತಾಮಹರ ಕಥೆ_.pdf,kannada books,pdf,English (assumed),9/23/21
1aLXqr1ZD82KaR-3W3_E-8VgQOGmoDard,ಮಹಾಭಾರತದ ಆದರ್ಶ_.pdf,kannada books,pdf,English (assumed),9/23/21
1A4LcRaSLd3F3ugFXcCV9N6h8Npzr4qVP,ವಾಸ್ತವಿಕ ಸುಖ ಆನಂದ_.pdf,kannada books,pdf,English (assumed),9/23/21
10tBOwVi3PwC-6LleBmXYoyY4hXHPqXxI,ವಿಷ್ಣು ಸಹಸ್ರ ನಾಮ_.pdf,kannada books,pdf,English (assumed),9/23/21
1F-bvn7qGSzE1dzoM_IG3VAX-z5zC2bY_,ಶಿಕ್ಷಪ್ರದ_.pdf,kannada books,pdf,English (assumed),9/23/21
1-KL0P-HdQUyzHNdq-6hMMRyJL3SONRcU,ಸಂಪೂರ್ಣ ಋಗ್ವೇದ ಕನ್ನಡ .pdf,kannada books,pdf,English (assumed),9/21/21
1ngpsKBi10sj4_UixC_gR6zRW443xWU6X,ಸಮಯದ ಸದುಪಯೋಗ ಹೇಗೆ_.pdf,kannada books,pdf,English (assumed),9/23/21
1sWJ5ja5tKK4tOnTamyv3hnklCWRZMvXd,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,narad Bhakti sutra hindi,image,English (assumed),11/17/22
1BkGDUe2SiCYUA5a0untA04yMDpIn-MWA,Narad and Shandilya bhakti sutra.pdf,narad Bhakti sutra hindi,pdf,English (assumed),9/16/21
1BuJuQhAXijkHEiuAZ2P2BjrLn5cIr3pu,D48AE4C9-6BBA-409E-BBF1-535B6DC6C971.jpeg,narad bhakti sutra english,image,English (assumed),11/17/22
1YW5QCIR_kokZ1qbjIkyk9sLssJ9zuZI2,Narada_Bhakti_Sutra.pdf,narad bhakti sutra english,pdf,English (assumed),8/15/22
1PX7k79I6Mo5pptK9OpjSqQU7qvJzsI1Y,संस्कृतम् - पाठ 1 संस्कृत वर्णमाला Learn Sanskrit_ Alphabet.mp4,sanskrit course,unknown,Devanagari,12/25/23
1l75pVRu8i2QKk0TD0SpZcDPZvV23OTAN,"संस्कृतम् - पाठ 11, सर्वनाम, लट् लकार. Learn Sanskrit_ Pronouns &amp; the Present Te.mp4",sanskrit course,unknown,Devanagari,12/25/23
1udqEVr1SAO3M0ud901TbF1xy14doP_bU,"संस्कृतम् – पाठ 10, उत्तम पुरुष Learn Sanskrit_ First Person.mp4",sanskrit course,unknown,Devanagari,12/25/23
1MxwH7ruyhF8M4GNYWxi5t6DNwmprsokI,"संस्कृतम् – पाठ 12, अश्वः Learn Sanskrit_ Masculine Nouns.mp4",sanskrit course,unknown,Devanagari,12/25/23
14peVR-DQ8sPAE0ncWELpnXp8t3L3DnCC,"संस्कृतम् – पाठ 13, नपुंसकलिंग Learn Sanskrit_ Neuter Gender.mp4",sanskrit course,unknown,Devanagari,12/25/23
1GDYOIo7MyStVrmL43xw4vBw-jWnYGz96,"संस्कृतम् – पाठ 14, अकारांत नपुंसकलिंग Learn Sanskrit_ Neuter Nouns in -A.mp4",sanskrit course,unknown,Devanagari,12/25/23
1WqAu5jQQ9o-c0J2sPv7cyUliaTC85X3J,"संस्कृतम् – पाठ 15, लृट् लकार Learn Sanskrit_ Future Tense.mp4",sanskrit course,unknown,Devanagari,12/25/23
1l7RLFOMowC2rS-8Y27eY7L7q9sildwBe,"संस्कृतम् – पाठ 16, लङ् लकार Learn Sanskrit_ Past Tense.mp4",sanskrit course,unknown,Devanagari,12/25/23
1J-w0zmb3eJ07TnD63EmgoevRXv-HvqOs,"संस्कृतम् – पाठ 17, विधिलिङ् लकार Learn Sanskrit_ Should.mp4",sanskrit course,unknown,Devanagari,12/25/23
18aWzxFASUyvDfak7yhqdO0u9M7K9AkA3,"संस्कृतम् – पाठ 18, लोट् लकार Learn Sanskrit_ Orders, Requests.mp4",sanskrit course,unknown,Devanagari,6/26/24
1z5hWX75o_4vu_oCXtjuhNzx2435JecFR,"संस्कृतम् – पाठ 19, आकारांत स्त्रीलिंग Learn Sanskrit_ Akarant Feminine.mp4",sanskrit course,unknown,Devanagari,12/25/23
1GqFyKz8BedNKCTejMGVQC_pREA-TMJq5,"संस्कृतम् – पाठ 2, मात्राएँ _ Learn Sanskrit_ Vowel Marks.mp4",sanskrit course,unknown,Devanagari,12/25/23
1K1veqodPusGWduuWFriHFr4nrTmpKjK4,"संस्कृतम् – पाठ 20, अस्मद् Learn Sanskrit_ I, We.mp4",sanskrit course,unknown,Devanagari,7/1/24
1L4K5fcrONwGXvnTvnBhbZrxIiLaW7bHn,"संस्कृतम् – पाठ 21, अस् धातु Learn Sanskrit_ The Copula –Is, Am, Are.mp4",sanskrit course,unknown,Devanagari,12/25/23
1mF9kdV5I3cpjVmT9aU0MFf2IOOjXJl-R,"संस्कृतम् – पाठ 22, युष्मद् – तुम Learn Sanskrit_ You, Your etc.mp4",sanskrit course,unknown,Devanagari,12/25/23
1iUkLqvaBoz26iiOfnlkzhOhL8JJpJiKM,"संस्कृतम् – पाठ 23, सः तत् Learn Sanskrit_ He, his, him, they, them etc.mp4",sanskrit course,unknown,Devanagari,12/25/23
1g2IWa6GUU4OuYNu4Mc0XgCKR3uMwRIOD,"संस्कृतम् – पाठ 24, किम् के कानि Learn Sanskrit_ Who,What, Whom,Whose.mp4",sanskrit course,unknown,Devanagari,12/25/23
1SIgmoRG2kuqHCICFKP4KY0-7QsvH_c0E,"संस्कृतम् – पाठ 25, यत् ये यानि Learn Sanskrit_ Who, Whom,Whose.mp4",sanskrit course,unknown,Devanagari,12/25/23
1pVIBLVP3c_-tyCcftQhHYIQ39WwrYIYO,"संस्कृतम् – पाठ 26, सा, या, का Learn Sanskrit_ Feminine Forms of Pronouns, She.mp4",sanskrit course,unknown,Devanagari,12/25/23
1GwoJqPqUcEqy5X4gZN5TLuelv5l5gBuf,"संस्कृतम् – पाठ 27,इकरान्त पुंल्लिंग Learn Sanskrit_ Masculine Nouns in –i.mp4",sanskrit course,unknown,Devanagari,12/25/23
1tiQhTJL5AXT-XO327J4uRJYQyT7clHHa,"संस्कृतम् – पाठ 28,उकरान्त पुंल्लिंग Learn Sanskrit_ Masculine Nouns in –u.mp4",sanskrit course,unknown,Devanagari,12/25/23
1MLEhKCfh4ucXAqhFSYQfI7Vt2AiJ-1aI,"संस्कृतम् – पाठ 29,संस्कृत धातुपाठ Learn Sanskrit_ List of Verbs_ Part 1.mp4",sanskrit course,unknown,Devanagari,12/25/23
1sEa1I97L7F976NHCTteTJyZxDF256K84,"संस्कृतम् – पाठ 3, संयुक्त वर्ण –1 Learn Sanskrit_ Consonant Clusters.mp4",sanskrit course,unknown,Devanagari,12/25/23
1SCK0Guu1-MBnVKco6T5cNty2ymq3iSOm,"संस्कृतम् – पाठ 30, संख्याशब्द Learn Sanskrit_ Cardinal Numerals संस्कृत में गिन.mp4",sanskrit course,unknown,Devanagari,12/25/23
1rFdiGTZv9r1xo32LG4XzecT-MXAhjdAf,"संस्कृतम् – पाठ 31, संख्याशब्दों के लिंग Learn Sanskrit_ Gender of Numerals.mp4",sanskrit course,unknown,Devanagari,12/25/23
1fx9MzqEKwDv7IRZUC-JA7blPjQCN8W1D,"संस्कृतम् – पाठ 32, ऋकारांत शब्द Learn Sanskrit_ Nouns ending in –ri.mp4",sanskrit course,unknown,Devanagari,12/25/23
1IZ1BXknUetqFo_94wUG0Nz0UOZnuR_9U,"संस्कृतम् – पाठ 33, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",sanskrit course,unknown,Devanagari,12/25/23
1p_DT83StCTyaG6UYjeZ8e6rkQDnHLcBC,"संस्कृतम् – पाठ 34, पूरणी संख्याएँ Learn Sanskrit_ Ordinal Numbers.mp4",sanskrit course,unknown,Devanagari,12/25/23
1os9m2DdqN5GYGnyZshUvBM_gOn1Z7ID_,"संस्कृतम् – पाठ 35, आत्मनेपदी धातु Learn Sanskrit_ Atmanepadi Verb.mp4",sanskrit course,unknown,Devanagari,12/25/23
1XNkUsi46YClnGoXTiEGiNxWEzh9VMPL5,"संस्कृतम् – पाठ 36, आत्मनेपदी धातुएँ Learn Sanskrit_ More Atmanepadi Verbs Part.mp4",sanskrit course,unknown,Devanagari,12/25/23
16cT4cpyKhcveGJ2UYUMyng8XZIOj0gZk,"संस्कृतम् – पाठ 37, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",sanskrit course,unknown,Devanagari,12/25/23
1Y6Zt3tvjhTJEjCHnIAWlobg4isXiwTx8,"संस्कृतम् – पाठ 38, ईकारांत शब्द Learn Sanskrit_ Nouns ending in –ई.mp4",sanskrit course,unknown,Devanagari,12/25/23
1YgrMPtJJf03eygmsjWLMf-gWXJakJCpA,"संस्कृतम् – पाठ 39, उकारांत शब्द Learn Sanskrit_ Nouns ending in –उ.mp4",sanskrit course,unknown,Devanagari,12/25/23
1t3pskJSqcHc56Gf77zmLpa2VI15AHCpN,"संस्कृतम् – पाठ 4, संयुक्त वर्ण –2 Learn Sanskrit_ Consonant Clusters.mp4",sanskrit course,unknown,Devanagari,12/25/23
1wWM_dsvgGG2aIlrsKR5hEYbr0OHSORFm,"संस्कृतम् – पाठ 40, हलन्त शब्द Learn Sanskrit_ Nouns ending in a Consonant.mp4",sanskrit course,unknown,Devanagari,12/25/23
1QvUIZIFK1Tj0NjgaiBhh0aAB9wFgs9of,"संस्कृतम् – पाठ 41, संस्कृत धातुपाठ Learn Sanskrit_ List of Sanskrit Verbs Part .mp4",sanskrit course,unknown,Devanagari,12/25/23
1rnZFlJWUrRwB69Ivr8GwmzeY-gELJXA1,"संस्कृतम् – पाठ 42, द्वितीया विभक्ति कर्म कारक Learn Sanskrit_ Accusative Case.mp4",sanskrit course,unknown,Devanagari,12/25/23
1GLHT1gmKII_QXX428fQNgh3oZTDCfu-n,"संस्कृतम् – पाठ 43, तृतीया विभक्ति करण कारक Learn Sanskrit_ Instrumental Case.mp4",sanskrit course,unknown,Devanagari,12/25/23
1V1e98Kg-JYnxSaQFgWDxOCXiWoDSCtXD,"संस्कृतम् – पाठ 44, क्त्वा प्रत्यय Learn Sanskrit_ The Suffix Ktva.mp4",sanskrit course,unknown,Devanagari,12/25/23
1JS4yJzYuJchN7zE_qX6VjFNAl2LOjM0a,"संस्कृतम् – पाठ 45, संस्कृत धातुपाठ Learn Sanskrit_ List of Verbs_ Part 5.mp4",sanskrit course,unknown,Devanagari,12/25/23
1Y8RVmiQ6OXvwWvhdy0lnqui2nplUCXtk,"संस्कृतम् – पाठ 46, ल्यप् प्रत्यय Learn Sanskrit_ The Suffix Lyap.mp4",sanskrit course,unknown,Devanagari,12/25/23
1lwVSqRITD-8PoHa05urGHORaunycDdNP,"संस्कृतम् – पाठ 47, संप्रदान कारक Learn Sanskrit_ The Dative Case.mp4",sanskrit course,unknown,Devanagari,12/25/23
1fJG66_pyjrFdfPDnCqiMRSumNZu6wnUy,संस्कृतम् – पाठ 48 अपादान कारक Learn Sanskrit_ The Ablative Case पंचमी विभक्ति.mp4,sanskrit course,unknown,Devanagari,12/25/23
1IbpUHM_JYDxH2yzxyhr90jogl8Pv_tLm,संस्कृतम् – पाठ 49 संबंध कारक Learn Sanskrit_ The Possessive Case षष्ठी विभक्ति.mp4,sanskrit course,unknown,Devanagari,12/25/23
1eZ7C7ok1DelgbGShNxm2FWqhddFkFpzy,"संस्कृतम् – पाठ 5, एषः कः Learn Sanskrit_ Who is.mp4",sanskrit course,unknown,Devanagari,12/25/23
1efpSSG5g_V3OfZQ8GB-7hxlkwAk_-KeC,"संस्कृतम् – पाठ 50, क्त प्रत्यय Learn Sanskrit_ The Suffix Kta.mp4",sanskrit course,unknown,Devanagari,12/25/23
1WXZSyI3H6l7vsYIFuxe6he5nQwjSML_9,"संस्कृतम् – पाठ 51, क्तवतु प्रत्यय Learn Sanskrit_ The Suffix Ktavatu.mp4",sanskrit course,unknown,Devanagari,12/25/23
1QZDxht_1nk4bv5IMLmJIPnxy1sRMtvj_,"संस्कृतम् – पाठ 52, शतृ प्रत्यय Learn Sanskrit_ The Suffix Shatri.mp4",sanskrit course,unknown,Devanagari,12/25/23
1KdpYPd8RziVEAzK02WCId2tYLdZivzqb,"संस्कृतम् – पाठ 53, शानच् प्रत्यय Learn Sanskrit_ The Suffix Shanach.mp4",sanskrit course,unknown,Devanagari,12/25/23
1UcRq5BhG313OA4YPhFF1ZJ4oC-_dP6TB,"संस्कृतम् – पाठ 54, तुमुन् प्रत्यय Learn Sanskrit_ The Suffix Tumun.mp4",sanskrit course,unknown,Devanagari,12/25/23
1ccwWR0XsX8t18le4Zia9rWzqoq1xUVDX,"संस्कृतम् – पाठ 55, ल्युट् प्रत्यय Learn Sanskrit_ The Suffix Lyut.mp4",sanskrit course,unknown,Devanagari,12/25/23
1vzcTkfEivX0qomTBBqb0a0dhlO1WnXKs,"संस्कृतम् – पाठ 56, अ, अच् और क्तिन् प्रत्यय Learn Sanskrit_ The Suffix A, Ach a.mp4",sanskrit course,unknown,Devanagari,12/25/23
1SiEyoxdLKvecsu6iYZODoEhoKGGkOjhy,"संस्कृतम् – पाठ 57, तव्यत् अनीयर् यत् ण्यत् प्रत्यय Learn Sanskrit_ The Suffix T.mp4",sanskrit course,unknown,Devanagari,12/25/23
1nUhqFHH15Ct5F9CJRCSftcSQ8I3imcvJ,"संस्कृतम् – पाठ 58, ण्वुल् तृच् णिनि प्रत्यय Learn Sanskrit_ The Suffix Nvul, Tr.mp4",sanskrit course,unknown,Devanagari,12/25/23
1TGIfAjmhGmB1G9ukF5G1uSHj-KksnRZn,संस्कृतम् – पाठ 59 अधिकरण कारक Learn Sanskrit_ The Locative Case सप्तमी विभक्ति.mp4,sanskrit course,unknown,Devanagari,12/25/23
1-9wX1ZP_TyOVQmYxuT9BScRLmiS9yJcj,"संस्कृतम् – पाठ 6, सः किम् करोति Learn Sanskrit_ Who does.mp4",sanskrit course,unknown,Devanagari,12/25/23
16cn3_b5xHebJC4LruRpGuvMKxE_30-hE,संस्कृतम् – पाठ 60 सन् और णिच् प्रत्यय Learn Sanskrit_ The Suffix San &amp; Nich.mp4,sanskrit course,unknown,Devanagari,12/25/23
1gNJLdAtlwFS2hBz9E3_OQvE26iWUzqoh,"संस्कृतम् – पाठ 61, कर्म वाच्य Learn Sanskrit_ Passive Voice Part 1.mp4",sanskrit course,unknown,Devanagari,12/25/23
1ppqJMVc7LyW2_EbpZkbRLQzmZecAMSsF,"संस्कृतम् – पाठ 62, Learn Sanskrit_ Passive Voice Part 2.mp4",sanskrit course,unknown,Devanagari,12/25/23
1bzOof8hYMV_TzHt9s32hq3tvfWuy_uXe,"संस्कृतम् – पाठ 63, चित् प्रत्यय, सर्वः Learn Sanskrit_ Sarva, Chit Pratyay.mp4",sanskrit course,unknown,Devanagari,12/25/23
1qi7nGa8ryHs-SBWMvIGGMQzWiDgE-c3H,"संस्कृतम् – पाठ 64, अव्यय Learn Sanskrit_ The Adverbs Part 1.mp4",sanskrit course,unknown,Devanagari,12/25/23
1cZqRi7BI-SJaCq0MejjdNF_MrI9wq-G4,"संस्कृतम् – पाठ 65, अव्यय Learn Sanskrit_ The Adverbs Part 2.mp4",sanskrit course,unknown,Devanagari,12/25/23
1f-8hZ8hxtHf6sfHf4evjIbclISThuTlB,"संस्कृतम् – पाठ 66, लिट् लकार Learn Sanskrit_ The Remote Past.mp4",sanskrit course,unknown,Devanagari,12/25/23
1vmgp1CeETW0IUd5G2WopmQIU98kvaB-e,"संस्कृतम् – पाठ 7, कर्ता, कर्म व क्रिया Learn Sanskrit_ Subject, Object &amp; Verb.mp4",sanskrit course,unknown,Devanagari,12/25/23
13gDRMRS9kax4e2jZujKaXNN4oQ4IgLUN,"संस्कृतम् – पाठ 8, वचन Learn Sanskrit_ Number &amp; Third Person.mp4",sanskrit course,unknown,Devanagari,12/25/23
1BRN3Bc4bVraFC1VKDRGYzl9con3siwiw,"संस्कृतम् – पाठ 9, मध्यम पुरुष Learn Sanskrit_ Second Person.mp4",sanskrit course,unknown,Devanagari,12/25/23
1RF16VRlC-GEWgoIhcud82SXJDsjEf-nA,2015.327535.Shrimad-Bhagwad.pdf,shrihari tika (bhagwat),pdf,English (assumed),12/7/21
